performance_rep	sensitivity_rep	stim_weights_rep
0.846601941748	8.25173486851	0.225252687075
0.775551102204	5.10918470619	0.580072926042
0.811175337187	7.4326028707	0.62586222507
0.847517730496	6.96229771469	0.552521570463
0.808080808081	6.26619853877	0.286831146258
0.772631578947	5.61356192323	0.641972945042
0.735238095238	5.82532108037	0.251484705115
0.812865497076	7.05554301428	0.109350590182
0.818882466281	6.68791822267	0.44126750955
0.764243614931	5.57784644259	0.325411644414
0.860194174757	7.50456864486	0.529645129047
0.782051282051	4.90246931055	0.663654063454
0.794871794872	5.86368920031	0.24518154489
0.826171875	6.83769541878	0.315405115867
0.837301587302	7.7705207239	0.41079632999
0.785984848485	5.82859866778	0.363482858945
0.757009345794	4.57546906695	0.347852622413
0.874762808349	7.37209624041	0.536839104453
0.85	6.89528067928	0.548517115855
0.823762376238	7.15849079766	0.730558748122
0.764826175869	5.75989007857	0.325028594341
0.856060606061	7.75594124806	0.0905860307993
0.849809885932	7.18429105521	0.343725343266
0.895833333333	8.3580411504	0.72548517574
0.812741312741	6.71780576083	0.336458271187
0.849094567404	8.24651095509	0.411048158113
0.818965517241	7.27726574011	0.0335434715526
0.779296875	5.47881060862	0.29052316121
0.853333333333	7.32654750986	0.329492993178
0.859344894027	4.92867583532	1.41626352253
0.841085271318	6.3008075747	0.274986900327
0.845098039216	7.42207482082	0.143043096457
0.875954198473	7.69536726079	0.541617737074
0.83820662768	7.38129127194	0.208971227896
0.867816091954	8.02793454554	0.654622499606
0.859073359073	7.59050406055	0.388734799123
