	1	2	3	4	5	6	7
0	0.282927373651						
1	0.285563689914						
2	0.0463498320517						
3	0.33337966528	0.0672688267203	0.12060973347	-0.117208008946			
4	-0.116658249362						
5	0.0209187779788						
6	0.154581611939						
7	-0.191988519596						
8	0.200131050219						
9	-0.0642829014088	0.2140796348	0.0448278654737	-0.105538445602	0.10967263269		
10	0.0118674445521						
11	0.549398615195	0.126500583658	-0.0537819448356				
12	0.027720753175						
13	0.14209950926						
14	-0.0163258542131						
15	0.249860462983						
16	0.239885882813						
17	0.160165572606	0.198812999467					
18	-0.0877509159441						
19	0.143700434324						
20	0.227717188603						
21	0.0274805693696	0.205792079167					
22	0.00934488783428						
23	0.10721371318	-0.0295548435821	-0.265174224217	-0.158647561509	0.343628318651	-0.0848808616841	-0.214140134709
24	0.142521963575	0.0192823064158	0.0484719325538	-0.270880290395			
25	0.355880118184	0.42217240654					
26	-0.0141547947859						
27	0.336734162482	-0.14722389428					
28	-0.235068513931	0.409533715862					
29	0.283964228995	0.677101454043					
30	0.118818514376						
31	0.201386043897	0.0552276909597					
32	0.300091660691	0.143469855103	0.0971726042574	0.355736071735			
33	-0.111680621881	0.0775456622367					
34	0.146700527285						
35	-0.0361299401435	0.041222084374	0.178040869701	0.261747401057			
