	1	2	3	4	5	6	7
0	0.225252687075	0.0189144515137	0.175771800916	0.249890513341			
1	0.580072926042	-0.359751444387					
2	0.62586222507						
3	0.552521570463						
4	0.286831146258						
5	0.641972945042	0.0191067145676					
6	0.251484705115	0.244846549929					
7	0.109350590182						
8	0.44126750955	0.022141528787	-0.0187066036218	-0.468568111359			
9	0.325411644414	-0.0091434633313	-0.256549655597	-0.140743625224			
10	0.529645129047	0.0652893830634	0.0225995208355				
11	0.663654063454						
12	0.24518154489	-0.0526170395112	-0.398267657846				
13	0.315405115867	0.42566807451					
14	0.41079632999	-0.00179724388579	0.175715396694	-0.236049214777	-0.0418748407188	-0.0899615729269	-0.0601719075598
15	0.363482858945	0.124285077753	0.287067403139				
16	0.347852622413						
17	0.536839104453	0.177652129865	-0.16412823595				
18	0.548517115855						
19	0.730558748122						
20	0.325028594341	-0.185884025985					
21	0.0905860307993	0.291732035916					
22	0.343725343266	-0.240643286083					
23	0.72548517574						
24	0.336458271187						
25	0.411048158113						
26	0.0335434715526	0.0797912115419	0.105924597956				
27	0.29052316121						
28	0.329492993178	0.152254175924	0.0672139448109	0.169682757056	0.0133111924752	-0.0406571288416	-0.680562652966
29	1.41626352253	0.790643609779					
30	0.274986900327	0.113394655053					
31	0.143043096457	-0.265141054162					
32	0.541617737074	0.471890426754					
33	0.208971227896	0.0854594951184					
34	0.654622499606						
35	0.388734799123	0.310218462654	0.293425775037				
