	zero	three	nine	two_seven	eight_one
0	0.07661904761904763	0.17948855820105822	0.2725840608465609	0.23617136243386247	0.23513697089947086
1	0.08363131313131313	0.16321801346801348	0.17454124579124577	0.34505387205387206	0.23355555555555552
2	0.10472727272727274	0.22833017676767678	0.21799053030303028	0.24065719696969698	0.20829482323232326
3	0.12667678571428573	0.25175345471521937	0.21426120448179273	0.18856691176470589	0.21874164332399626
4	0.09652031410020025	0.23022255424200397	0.2649939882111609	0.21580909193802933	0.1924540515086056
5	0.11852777777777779	0.18527777777777776	0.21983333333333333	0.23977777777777778	0.23658333333333334
6	0.13229916666666666	0.233145	0.23142250000000003	0.206955	0.19617833333333334
7	0.09968181818181818	0.1372142857142857	0.24796103896103897	0.33331168831168834	0.18183116883116884
8	0.11649166666666666	0.2702138888888889	0.19459444444444443	0.1819583333333333	0.23674166666666666
9	0.1592282738095238	0.22693710317460317	0.16801736111111112	0.2551315476190476	0.19068571428571426
10	0.06014644383394383	0.23815196913223227	0.21240066914080072	0.24186512086841036	0.24743579702461282
11	0.11583989197530863	0.3087063492063492	0.2016726741622575	0.18990746252204585	0.18387362213403877
12	0.11998074314574315	0.13683647504456325	0.244053431372549	0.2009174690179102	0.29821188141923444
13	0.09936413551952768	0.20553477822105273	0.2535485717350913	0.23010622482999932	0.2114462896943289
14	0.10401767676767677	0.35454966329966325	0.18048989898989898	0.185243265993266	0.17569949494949497
15	0.13507857549857552	0.24475824786324793	0.1981615242165242	0.2349660541310541	0.18703559829059827
16	0.1426388888888889	0.31445277777777775	0.2147388888888889	0.2008361111111111	0.12733333333333333
17	0.111885033377787	0.2648050186528447	0.19789417707895965	0.21741823648707706	0.2079975344033315
18	0.09004451354977672	0.2032905728535553	0.22040625379081522	0.2589502425437513	0.22730841726210146
19	0.08827753411306043	0.14031061049087365	0.17492214690767324	0.2786514708488393	0.31783823763955343
20	0.1435931623931624	0.18253871082621084	0.20884986348528015	0.2286559769705603	0.2363622863247863
21	0.15400257039791507	0.2333858060005085	0.20733003900401162	0.18732975119713535	0.21795183340042942
22	0.0879460372960373	0.1693586247086247	0.22348822843822844	0.27428706293706295	0.24492004662004663
23	0.03920041423001949	0.14151578947368423	0.18700336257309944	0.13757156432748538	0.4947088693957115
24	0.12747781385281384	0.26409842681473117	0.19888899680030114	0.21291900119204465	0.19661576134010916
25	0.12814375	0.25903587962962965	0.18122430555555558	0.19668888888888889	0.23490717592592592
26	0.060008271759339114	0.22978207276923476	0.23663576603661993	0.23314999933257763	0.24042389010222856
27	0.13622100813337226	0.20784434003999222	0.20384204485631116	0.22936135083213885	0.22273125613818548
28	0.14171488095238097	0.20686944444444444	0.23332420634920636	0.29595039682539687	0.12214107142857145
29	0.09064290690270438	0.22908333650401502	0.19493415836208663	0.286725473647726	0.19861412458346797
30	0.09637634680134681	0.22014864246377405	0.19316861249130987	0.2512650442515574	0.23904135399201187
31	0.10847296984545422	0.23219670091229327	0.20567334820394678	0.22763970388974028	0.22601727714856543
32	0.12350775218304928	0.20305045440317085	0.2273785708412194	0.2502904345230322	0.19577278804952827
33	0.0969437950937951	0.244061063011063	0.2408491702741703	0.18989865319865318	0.2282473184223184
34	0.11219420306001189	0.2674457999108734	0.25454138814616756	0.19208535724896017	0.17373325163398692
35	0.11271902726902727	0.19740404965404967	0.20762736060236062	0.26468723036223035	0.2175623321123321
