	zero	three	nine	two_seven	eight_one
0	0.10185185185185185	0.14272486772486773	0.21269841269841272	0.28134920634920635	0.2613756613756613
1	0.07302188552188553	0.24915824915824913	0.42992424242424243	0.18771043771043772	0.06018518518518518
2	0.11363636363636365	0.1679292929292929	0.11931818181818182	0.2077020202020202	0.3914141414141414
3	0.05555555555555555	0.15894024276377217	0.2690592903828198	0.24533146591970123	0.27111344537815124
4	0.12784131066863516	0.197411485551903	0.22692407882161203	0.16276771902957862	0.2850554059282712
5	0.05555555555555555	0.19444444444444442	0.13888888888888887	0.16666666666666666	0.4444444444444444
6	0.10333333333333333	0.245	0.20916666666666664	0.245	0.1975
7	0.045454545454545456	0.20779220779220778	0.13636363636363635	0.16233766233766234	0.44805194805194803
8	0.18055555555555555	0.18611111111111112	0.2833333333333333	0.1638888888888889	0.1861111111111111
9	0.12876984126984128	0.2580357142857143	0.20049603174603173	0.18759920634920635	0.22509920634920635
10	0.11377803483066641	0.2924860227491806	0.24026278302594092	0.21281569307885098	0.14065746631536102
11	0.11388051146384477	0.13230820105820104	0.2029021164021164	0.24775132275132275	0.303157848324515
12	0.03758169934640523	0.24648374501315676	0.18884899414311176	0.2807860113742467	0.24629955012307955
13	0.13650584368427507	0.20443985984966376	0.19907016287996682	0.23718955191504212	0.22279458167105226
14	0.07407407407407407	0.04882154882154882	0.18686868686868685	0.4006734006734007	0.2895622895622895
15	0.1364245014245014	0.25039886039886045	0.27693732193732196	0.19985754985754986	0.13638176638176638
16	0.07341666666666667	0.15708333333333332	0.19083333333333333	0.3354166666666667	0.24325
17	0.07065934602166486	0.19334020783296146	0.2010993568964584	0.24899241928227436	0.28590866996664094
18	0.10509734843068179	0.2544788830753743	0.194195092791584	0.185860091123249	0.2603685845791109
19	0.13479984051036684	0.2997128300549353	0.268388490164806	0.19729235335814285	0.09980648591174907
20	0.1574995251661918	0.1871153846153846	0.2893938746438746	0.17957905982905983	0.18641215574548908
21	0.10583391600983133	0.2128177352600503	0.1858115624205441	0.24258058592536091	0.25295620038421335
22	0.13048193473193473	0.31526165501165504	0.15497202797202797	0.222974358974359	0.17631002331002332
23	0.20562475633528265	0.26521150097465884	0.1364766081871345	0.1888157894736842	0.20387134502923976
24	0.0768809210113558	0.28110075914423743	0.21213877909530085	0.2290175042348955	0.20086203651421042
25	0.041666666666666664	0.15578703703703703	0.05601851851851852	0.4928240740740741	0.2537037037037037
26	0.15164142297192582	0.19968381476735367	0.2177091844851333	0.22352490779302925	0.20744066998255803
27	0.07024876793898534	0.21241218523827218	0.18014164277751235	0.27681364026472727	0.26038376378050293
28	0.09206349206349207	0.29543650793650794	0.2212301587301587	0.14087301587301587	0.25039682539682534
29	0.09864740021473768	0.23312322137786534	0.21712337513421107	0.28259955940554493	0.168506443867641
30	0.12258635613898772	0.2797828998486893	0.26380905887484835	0.17422265843318474	0.15959902670428988
31	0.12341816841025166	0.22225017258554758	0.21789355765576193	0.21559623181757237	0.2208418695308665
32	0.10428245275443916	0.23504169853915183	0.2201416140295597	0.2605035818108823	0.18003065286596695
33	0.14484126984126985	0.05681818181818182	0.23936988936988934	0.22011784511784516	0.3388528138528139
34	0.07196969696969698	0.1796457219251337	0.20428550207961974	0.3126485442661913	0.23145053475935828
35	0.17710622710622712	0.28804436304436304	0.18013838013838013	0.1722120472120472	0.18249898249898247
