	zero	three	nine	two_seven	eight_one
0	0.11121508399921892	0.18155466503730475	0.2081496343863213	0.23983521989194181	0.2592453966852131
1	0.10545896642322113	0.19364489295313356	0.20040783701716391	0.23380561181397608	0.2666826917925053
2	0.07427236272931073	0.1543716649300622	0.2024301532826682	0.29745373709994344	0.2714720819580155
3	0.07872080225021401	0.16812230782819018	0.271284972755561	0.27443812590871414	0.20743379125732067
4	0.02222222222222222	0.3109477124183006	0.1790849673202614	0.23790849673202613	0.24983660130718954
5	0.1130030959752322	0.16864465084279326	0.23899208806329547	0.3091675266597867	0.17019263845889232
6	0.09488425925925927	0.10613425925925926	0.19891203703703703	0.2607523148148148	0.3393171296296296
7	0.041666666666666664	0.15625	0.2951388888888889	0.2986111111111111	0.20833333333333331
8	0.09493097743932004	0.16802287441886998	0.1330075321107023	0.3308773162012873	0.27316129982982046
9	0.0670814479638009	0.18039844142785322	0.24650368694486344	0.2895770487682252	0.21643937489525725
10	0.10595415337350822	0.21480036092939322	0.23246447101285814	0.17050997389707068	0.27627104078716985
11	0.151151571739807	0.2527544351073763	0.20384375972611268	0.21882975412387176	0.17342047930283225
12	0.07560872098915576	0.18126393534002228	0.2593905189013885	0.26073337893990073	0.22300344582953277
13	0.11272055615192872	0.1899100514541691	0.18764724377469474	0.2614905723974352	0.2482315762217723
14	0.03840579710144928	0.14798402081010778	0.17515793385358602	0.34415644741731694	0.2942958008175399
15	0.05873015873015872	0.27524420024420027	0.1401862026862027	0.17342796092796092	0.3524114774114774
16	0.1362938596491228	0.1673924394319131	0.17462928153717625	0.28173558897243106	0.23994883040935674
17	0.098015873015873	0.12956349206349205	0.25595238095238093	0.2966269841269841	0.21984126984126984
18	0.10042340702718061	0.21907362473400208	0.23823590333024294	0.22983864021599873	0.21242842469257564
19	0.12072862797500478	0.2676893767473478	0.21652346724810492	0.20964877124297412	0.18540975678656837
20	0.131990231990232	0.24246031746031746	0.25850122100122097	0.21350732600732603	0.15354090354090352
21	0.09796832825873947	0.27131150623497896	0.2374977130296975	0.18863317503922747	0.20458927743735664
22	0.1033452345535563	0.21251061543938035	0.23719225019716475	0.2494591636822986	0.1974927361276
23	0.08586543797955705	0.17556808615998762	0.24304493972730498	0.2521392144895161	0.24338232164363427
24	0.11291602662570403	0.23067076292882746	0.134242191500256	0.27912186379928317	0.2430491551459293
25	0.10246434756238677	0.13607779294053804	0.2586248174483468	0.24495838221328417	0.25787465983544416
26	0.10094670471010792	0.23283347076581162	0.22471447969849775	0.24334939094700192	0.1981559538785808
27	0.09055939063435316	0.23792764789766285	0.17415202655082715	0.2801177250202737	0.21724320989688306
28	0.09865384615384616	0.15871794871794873	0.27820512820512816	0.2732051282051282	0.1912179487179487
29	0.11540998891842176	0.18714210417016275	0.2289395808945036	0.2124487090195993	0.2560596169973125
30	0.09471247706541824	0.18996526349467527	0.2217197834844893	0.2479251141015847	0.2456773618538325
31	0.08047369297369296	0.24226884226884224	0.23801060051060052	0.21735625485625487	0.22189060939060937
32	0.1111204769835518	0.20837243001793448	0.2445324136513224	0.15882838135326124	0.27714629799393015
33	0.07969121334436974	0.19103684401388846	0.2240865234050313	0.23943575252757462	0.26574966670913586
34	0.05031329566213286	0.16373597143090987	0.1493505253423174	0.2873960158501882	0.34920419171445166
35	0.0959257298152479	0.22060169462339121	0.22670779489699752	0.23993613931481686	0.21682864134954652
