	subject	-0.2275	-0.2025	-0.1775	-0.1525	-0.1275	-0.1025	-0.0775	-0.0525	-0.0275	-0.0025	0.0225	0.0475	0.0725	0.0975	0.1225	0.1475	0.1725	0.1975	0.2225	0.2475	0.2725	0.2975	0.3225	0.3475	0.3725	0.3975	0.4225	0.4475	0.4725	0.4975	0.5225	0.5475	0.5725	0.5975	0.6225	0.6475	0.6725	0.6975	0.7225	0.7475	0.7725	0.7975	0.8225	0.8475	0.8725	0.8975	0.9225	0.9475	0.9725	0.9975	1.0225	1.0475	1.0725	1.0975	1.1225	1.1475	1.1725
0	2	0.07925576108522323	0.07372861578414551	0.06440650978314423	0.05062945817231257	0.03293377075956008	0.013093289316447945	-0.009526460608717011	-0.03117313323306363	-0.04908310775415413	-0.06031843186645107	-0.06766678878731082	-0.07000160921081844	-0.0661941914527609	-0.05880810792136691	-0.04950956637002626	-0.03800599113303267	-0.02561244663923891	-0.011806739964411317	0.00048690779281199554	0.008390041027047825	0.013363321648494757	0.015814420998789675	0.01373386878695263	0.009778159428192452	0.0017294642028584625	-0.005374775211578867	-0.011376919717428786	-0.015741046260674574	-0.015551691566099249	-0.01279197659962529	-0.008649012944665614	-0.0029356845340058	0.0021759469046123848	0.00322265254248094	4.0189143049191386e-05	-0.006904068476599362	-0.012143491603493168	-0.019342477839841443	-0.025784517862245625	-0.02840612684024989	-0.024196721178555154	-0.017931846922430078	-0.007872094675658924	0.0019313578691797755	0.007932144359422964	0.009090735984955816	0.004107446559877122	-0.0034408454110365864	-0.009346974324947794	-0.011727381745530953	-0.008192265620507533	0.0027357013435371598	0.0188833779515217	0.03945025605278761	0.06135618027020994	0.08023681043678096	0.09449453172354753
1	3	0.0058586436762439065	0.016886874877764198	0.027692908859810607	0.0374812726285284	0.04563981458001276	0.05443163364288869	0.060674513029526464	0.06723246819482623	0.0737420416957745	0.0783476619007471	0.07911025758907052	0.07551820064283875	0.07070501332996666	0.0646002838268816	0.05600213832080327	0.04274449357334357	0.02346191524541528	0.0013312427440098792	-0.021185056264365544	-0.04562766620122604	-0.06686048695386247	-0.08919279250661573	-0.10553202116551924	-0.11907562592450753	-0.12357329611426174	-0.1222762582997363	-0.11438923860011899	-0.10179970310106772	-0.08372273099102451	-0.06457513351180952	-0.044971292143035815	-0.03441784512794934	-0.029854096637917705	-0.03153148070377273	-0.041034876913559545	-0.056293846679132585	-0.07340157359862608	-0.08754462750081	-0.09915250172350827	-0.10923975980584572	-0.11618243628205452	-0.11583113656790447	-0.1091026908723739	-0.09654145704608307	-0.08122639763985959	-0.06551482977022413	-0.046624622596832976	-0.02595617753100384	-0.0024655434503417493	0.023609064070805055	0.05079553330112076	0.07378329894694259	0.08810001930496285	0.09375119965831614	0.0964827333212999	0.0999700782432724	0.10393900587706408
2	5	-0.015189902213834443	-0.015559039238794642	-0.015234775619552653	-0.016009285758331826	-0.015518232325368404	-0.01456063939079561	-0.011898599032541363	-0.008700558034116677	-0.005660437085562125	-0.0025713371274287415	0.0035236112866102983	0.008653184100783829	0.013084818739869448	0.015603513669717642	0.019736613551402986	0.022101057202374746	0.02138895128509315	0.01575554250447711	0.006608280610256379	-0.00900407392190369	-0.031079045614442295	-0.058710721587246495	-0.0867158869606731	-0.11341519554226974	-0.13757460124932064	-0.15548506347152746	-0.1648629086106759	-0.16409669767171028	-0.15712611979872387	-0.14301271537144122	-0.12302705462650577	-0.10015267518741942	-0.07626354639873575	-0.05170771325422731	-0.028552486836741123	-0.0067542220006737465	0.01008538800721499	0.024270755536345875	0.035076504264946254	0.03778433394501998	0.036751351085652265	0.031648958741814455	0.023855384566502363	0.01689694401863048	0.012816044714534746	0.015266462084170462	0.022003664297346303	0.029360751288702556	0.035967219150075	0.03988206702780668	0.036536400589051526	0.027455111186473664	0.014458305930031045	0.003339540986379012	-0.0032676439956588832	-0.0038695002228300557	0.0028824248371396017
3	7	-0.000500786662423283	-0.008898512382959675	-0.015021915211171303	-0.01894144328587475	-0.01826884736862837	-0.016145315337954404	-0.01058907118701232	-0.006672085954427919	-0.003037779452751374	-0.0026134195426834326	-0.006199564791273898	-0.01160163199548729	-0.019832322179716835	-0.0287611260043008	-0.03716134369750835	-0.04608854664331308	-0.05617314934737458	-0.06544540552602503	-0.07731778012413425	-0.08840931003612139	-0.10324920276754593	-0.11728674074672452	-0.1319974634622542	-0.14462992447022646	-0.15680824047406822	-0.16296883451511682	-0.1641332646117157	-0.15887764499208798	-0.14894892146924846	-0.136208234046215	-0.12404238635887811	-0.11176176298898714	-0.10239767396148594	-0.09061944316093566	-0.07517392768047867	-0.05667748579443702	-0.03325689638821688	-0.006409783660623144	0.024380430919259472	0.05733162251902985	0.0890697750613991	0.11762214921295194	0.14018003725980602	0.1551859644933094	0.1615627580128931	0.16362385431490717	0.16580773325300208	0.1692196071907933	0.1732833726634004	0.18122706269461847	0.19247662664060106	0.20504485721761803	0.217687717981862	0.2301564568768606	0.2424484538209833	0.2517969840451357	0.2512095712484318
4	9	0.050825210362809285	0.056744942452176365	0.05766262150614526	0.053027825100578796	0.04118213998525083	0.024886132274390578	0.006693924749786384	-0.013191419432569402	-0.028689157129845367	-0.037348079822589246	-0.037029747930130905	-0.026081312734112898	-0.009072953683461973	0.010230962384177861	0.029579913668378532	0.04443523415528185	0.05317453753595976	0.05409887207489296	0.046510633761628964	0.0321420055479351	0.009131765900264883	-0.017732626716415192	-0.04248223201679853	-0.06244478803716061	-0.07507093301331437	-0.08264439158586588	-0.08554513931671287	-0.0834770092962477	-0.08026754703044052	-0.07550412028210808	-0.07030296716661513	-0.06389106955817259	-0.055796039705144365	-0.04365532573721741	-0.029501254372734768	-0.016148054331363737	-0.006075374177716313	0.0008892208997026746	0.0009865130335170046	-0.0016116528587472102	-0.006920872348132572	-0.0110187792293406	-0.012296994968559212	-0.009554429514584167	-0.004082215658458129	0.0038323862396662436	0.010453864734336555	0.015242681677541309	0.017851731340464097	0.01585456026836274	0.011801220116404986	0.007216950588610079	0.0020991971780578928	0.0007898430474478195	0.0038863669151102433	0.01099558974355761	0.022446902278897646
5	10	0.04881826411393826	0.05136842006244886	0.04990752315269652	0.04585256490640388	0.04140976873571991	0.03826845765671696	0.03199652427602225	0.025836706137826588	0.015633495625793505	0.0018197831456172573	-0.0127063107580312	-0.02860783353559509	-0.044209067821751116	-0.052352496458584634	-0.058155532167603156	-0.058735373109370756	-0.05479134564364035	-0.05033478179651101	-0.03877966900673873	-0.0247421425810467	-0.011280269452196647	0.0037679121921769527	0.01512531199280788	0.021365189896157627	0.020515059728993548	0.0063446638583550975	-0.00950459012803763	-0.02971167275899823	-0.054548899362908264	-0.08077483942774762	-0.10811647676065662	-0.13031316269460969	-0.1395548027704043	-0.13573820097576	-0.11946811244393334	-0.09460750981086843	-0.06995223497142762	-0.047962756086135386	-0.03105910600336784	-0.020312517962882946	-0.011920428806277746	-0.005879246181388722	-0.0006880582867711198	0.008771489367376917	0.026045799346985532	0.05131866288834003	0.07970509034131318	0.10244588188226242	0.11800849216820868	0.12234096160970992	0.11542577093375161	0.10062762649734086	0.08292354706561897	0.06575769561433352	0.05341985733422724	0.04738552151235696	0.05019123091817653
6	11	-0.004417634989688318	-0.0010606637119622998	0.000803376374195195	0.004678091085513671	0.008229047264335987	0.013099522055264741	0.01950752089187232	0.026548045322925304	0.032296674735958764	0.03657846649950084	0.034843762266045776	0.029633056421335128	0.01956512957921088	0.005816424508595371	-0.007570904164800714	-0.02105481460142474	-0.030007096431423838	-0.03810189860025844	-0.047680986450991544	-0.05672657033497024	-0.06443305135490972	-0.07526080024810577	-0.08848859443973248	-0.10391142416292135	-0.11760097162728292	-0.12829391339886198	-0.13637580464147067	-0.13384316742351932	-0.11679488284634484	-0.09107607546051934	-0.06024205873913452	-0.027736056399181298	0.003912465193296942	0.03200095235064467	0.05064698050746757	0.05941582705959549	0.05922197615543442	0.053944446435348875	0.04540041904589839	0.03563317561075708	0.025866369925950757	0.018049408820538224	0.013623120645626	0.010341958013514447	0.010669325616560215	0.01555232609565109	0.02341436840535851	0.03577092868546263	0.04875424290650075	0.06104415864147236	0.06906185198694144	0.0694779749265701	0.0663496182384173	0.05589132989352932	0.03752991009279985	0.0201694786531431	0.008069801817302349
7	12	-0.03878383127848984	-0.04579399659861155	-0.05100904536885332	-0.05614320891787175	-0.061575290440147146	-0.06425097130672416	-0.06167173032889306	-0.05090314211954247	-0.034474815267979284	-0.01350698857183233	0.011652437290078093	0.034115153014119104	0.050591111254419674	0.05982128671040314	0.06142749038657049	0.05828498449907002	0.04895726514004189	0.03452470648395833	0.01794864512449017	-0.0015256709276690009	-0.017567230265540835	-0.035290044575304345	-0.050091565815614816	-0.05652928302197896	-0.054358069171927266	-0.04551017784650118	-0.03474969964689159	-0.02540235185413723	-0.013877353663711157	-0.004321412554758289	-0.0004957324578002233	0.0006091186963638034	-0.00014290980328116298	-0.006216618499059789	-0.013618521836395	-0.022062947031127576	-0.033315168763010466	-0.04050181156848285	-0.04276197755395658	-0.042831757529166646	-0.039841749863231996	-0.03602636675627106	-0.030837970633337843	-0.0248145552247677	-0.022501287382700907	-0.019840743909903126	-0.01521587102631632	-0.00878524671960127	0.0035359307560364588	0.023579734754538825	0.05084258743841178	0.08284148996721648	0.11599864963751737	0.14923319183327005	0.17252771397539532	0.1795603570533769	0.1812389309367172
8	13	0.014051270447213342	0.004674030275378109	-0.005678607588885874	-0.01778235342824238	-0.029278537764298337	-0.03837457235212859	-0.04519416207024675	-0.052508032565151436	-0.05748077596302435	-0.060908102655569736	-0.06262362835632423	-0.062076142256464566	-0.05676995357504931	-0.0483210803583406	-0.03672709839856222	-0.024525786157831114	-0.011936158403809361	-0.003024800182869839	0.00010804752588518545	-0.0008110480317791156	-0.004061501036954545	-0.010621211837592971	-0.017679329483286	-0.023031721129635703	-0.025971641033486752	-0.027633134617035038	-0.02858167913186426	-0.029677229027220774	-0.03334254872185289	-0.04116713488129256	-0.05232917039552475	-0.06475913348345864	-0.0767241193737517	-0.08544879281384987	-0.08971452776208713	-0.09000064090917749	-0.08509335774588284	-0.07328682897248422	-0.055344492635163375	-0.031820636921345666	-0.004985552299360444	0.023272691437508153	0.05105763041814706	0.0747739016749508	0.09466176414294952	0.1114929444078589	0.12387734992068404	0.12950759841734472	0.12882872062344256	0.12360146883135129	0.11120887929743038	0.09656194383466597	0.08428842694139196	0.07912655419446979	0.08252313526813956	0.09290927702383135	0.10716575714119517
