RT	subject	target	block	coherence	condition	response	session	idx
0.334409952164	1	1	2	0.0	Neutral	0.0	1	1010234
0.400909900665	1	1	2	0.0	Neutral	1.0	1	1010235
0.150454044342	1	0	2	0.09	Neutral	0.0	1	1010236
0.250449895859	1	0	2	0.09	Neutral	0.0	1	1010237
0.11714076995799999	1	0	2	0.81	Neutral	0.0	1	1010238
0.28424382209800003	1	0	2	0.09	Neutral	0.0	1	1010239
0.117604970932	1	1	2	0.81	Neutral	1.0	1	1010240
0.46767425537100005	1	1	2	0.03	Neutral	0.0	1	1010241
0.333796977997	1	0	2	0.27	Neutral	0.0	1	1010242
0.500915050507	1	0	2	0.09	Neutral	0.0	1	1010243
0.35046029090899994	1	0	2	0.81	Neutral	0.0	1	1010244
0.26714992523200004	1	0	2	0.81	Neutral	0.0	1	1010245
0.31758809089699996	1	1	2	0.81	Neutral	1.0	1	1010246
0.20045089721700002	1	1	2	0.27	Neutral	1.0	1	1010247
0.5175895690919999	1	1	2	0.03	Neutral	1.0	1	1010248
0.250483989716	1	1	2	0.27	Neutral	1.0	1	1010249
0.33424782753000004	1	0	2	0.03	Neutral	0.0	1	1010250
0.217582702637	1	0	2	0.81	Neutral	0.0	1	1010251
0.250463962555	1	1	2	0.27	Neutral	1.0	1	1010252
0.234251022339	1	0	2	0.09	Neutral	0.0	1	1010253
0.233790874481	1	1	2	0.81	Neutral	1.0	1	1010254
0.600454092026	1	1	2	0.03	Neutral	0.0	1	1010255
0.100525617599	1	0	2	0.09	Neutral	0.0	1	1010256
0.317158937454	1	1	2	0.03	Neutral	0.0	1	1010257
0.217119932175	1	0	2	0.27	Neutral	0.0	1	1010258
0.150460004807	1	0	2	0.81	Neutral	0.0	1	1010259
0.217194080353	1	1	2	0.03	Neutral	0.0	1	1010260
0.0171458721161	1	1	2	0.81	Neutral	1.0	1	1010261
0.36759066581699995	1	0	2	0.0	Neutral	1.0	1	1010262
0.38386988639799996	1	0	2	0.03	Neutral	1.0	1	1010263
0.300448894501	1	1	2	0.09	Neutral	0.0	1	1010264
0.134555101395	1	1	2	0.09	Neutral	1.0	1	1010265
0.250455856323	1	0	2	0.0	Neutral	1.0	1	1010266
0.250915050507	1	0	2	0.09	Neutral	0.0	1	1010267
0.23424887657200003	1	1	2	0.03	Neutral	1.0	1	1010268
0.033797979354900004	1	0	2	0.09	Neutral	0.0	1	1010269
0.8008987903589999	1	0	2	0.0	Neutral	0.0	1	1010270
0.267585992813	1	0	2	0.27	Neutral	0.0	1	1010271
0.284251928329	1	0	2	0.27	Neutral	0.0	1	1010272
0.350495100021	1	0	2	0.27	Neutral	0.0	1	1010273
0.300461292267	1	1	2	0.09	Neutral	1.0	1	1010274
0.117216110229	1	1	2	0.27	Neutral	1.0	1	1010275
0.150470972061	1	1	2	0.09	Neutral	1.0	1	1010276
0.117144584656	1	0	2	0.27	Neutral	0.0	1	1010277
0.333822250366	1	1	2	0.81	Neutral	1.0	1	1010278
0.250464916229	1	1	2	0.27	Neutral	1.0	1	1010279
0.384236812592	1	0	2	0.03	Neutral	1.0	1	1010280
0.5345160961150001	1	1	2	0.03	Neutral	0.0	1	1010281
0.450454711914	1	0	2	0.03	Neutral	0.0	1	1010282
0.100890159607	1	0	2	0.81	Neutral	0.0	1	1010283
0.634238958359	1	1	2	0.03	Neutral	1.0	1	1010284
0.217134237289	1	0	2	0.81	Neutral	0.0	1	1010285
0.384236097336	1	1	2	0.09	Neutral	1.0	1	1010286
0.317134380341	1	0	2	0.0	Neutral	0.0	1	1010287
0.23426795005800002	1	0	2	0.27	Neutral	0.0	1	1010288
0.250468969345	1	0	2	0.81	Neutral	0.0	1	1010289
0.050495862960800005	1	1	2	0.81	Neutral	1.0	1	1010290
0.267129182816	1	1	2	0.03	Neutral	1.0	1	1010291
0.21714377403299998	1	1	2	0.09	Neutral	1.0	1	1010292
0.517107009888	1	1	2	0.03	Neutral	0.0	1	1010293
0.0171248912811	1	0	2	0.81	Neutral	0.0	1	1010294
0.133806943893	1	1	2	0.81	Neutral	1.0	1	1010295
0.300492525101	1	1	2	0.09	Neutral	1.0	1	1010296
0.600896596909	1	0	2	0.03	Neutral	0.0	1	1010297
0.23424887657200003	1	1	2	0.03	Neutral	1.0	1	1010298
0.617572307587	1	0	2	0.03	Neutral	1.0	1	1010299
0.18446302413899998	1	1	3	0.81	Repetitive	1.0	1	1010301
0.300934076309	1	1	3	0.0	Repetitive	1.0	1	1010302
0.267152070999	1	1	3	0.81	Repetitive	1.0	1	1010303
0.5181150436399999	1	1	3	0.03	Repetitive	0.0	1	1010304
0.367116689682	1	1	3	0.03	Repetitive	1.0	1	1010305
0.367146015167	1	0	3	0.03	Repetitive	0.0	1	1010306
0.167139053345	1	1	3	0.03	Repetitive	1.0	1	1010307
0.200917959213	1	1	3	0.81	Repetitive	1.0	1	1010308
0.21716094016999998	1	0	3	0.03	Repetitive	0.0	1	1010309
0.18378996849100002	1	0	3	0.09	Repetitive	0.0	1	1010310
0.6504609584809999	1	0	3	0.09	Repetitive	0.0	1	1010311
0.633788585663	1	0	3	0.03	Repetitive	0.0	1	1010312
0.0837910175323	1	0	3	0.27	Repetitive	0.0	1	1010313
0.63423204422	1	1	3	0.03	Repetitive	0.0	1	1010314
0.250933408737	1	0	3	0.09	Repetitive	0.0	1	1010315
0.21713781356800002	1	0	3	0.09	Repetitive	0.0	1	1010316
0.334260940552	1	0	3	0.09	Repetitive	0.0	1	1010317
0.317181825638	1	0	3	0.0	Repetitive	0.0	1	1010318
0.101433038712	1	0	3	0.81	Repetitive	0.0	1	1010319
0.15052008628799998	1	0	3	0.27	Repetitive	0.0	1	1010320
0.11763000488299999	1	0	3	0.81	Repetitive	0.0	1	1010321
0.5509116649629999	1	0	3	0.03	Repetitive	1.0	1	1010322
0.150466680527	1	0	3	0.81	Repetitive	0.0	1	1010323
0.150464773178	1	0	3	0.09	Repetitive	0.0	1	1010324
0.35052895545999996	1	1	3	0.81	Repetitive	1.0	1	1010325
0.233796834946	1	1	3	0.81	Repetitive	1.0	1	1010326
0.100471019745	1	1	3	0.27	Repetitive	1.0	1	1010327
0.167145967484	1	1	3	0.27	Repetitive	1.0	1	1010328
0.217586994171	1	0	3	0.09	Repetitive	1.0	1	1010329
0.117589950562	1	0	3	0.81	Repetitive	0.0	1	1010330
0.250913858414	1	0	3	0.0	Repetitive	0.0	1	1010331
0.400929689407	1	0	3	0.03	Repetitive	0.0	1	1010332
0.200494527817	1	0	3	0.27	Repetitive	0.0	1	1010333
0.21822452545200002	1	0	3	0.0	Repetitive	1.0	1	1010334
0.233807086945	1	0	3	0.0	Repetitive	1.0	1	1010335
0.184252023697	1	0	3	0.81	Repetitive	0.0	1	1010336
0.267127990723	1	0	3	0.27	Repetitive	0.0	1	1010337
0.21758723258999998	1	0	3	0.81	Repetitive	0.0	1	1010338
0.334266901016	1	1	3	0.03	Repetitive	1.0	1	1010339
0.283790111542	1	1	3	0.81	Repetitive	1.0	1	1010340
0.43426895141599997	1	0	3	0.09	Repetitive	0.0	1	1010341
0.38378477096600006	1	1	3	0.0	Repetitive	0.0	1	1010342
0.133824825287	1	1	3	0.09	Repetitive	1.0	1	1010343
0.0171389579773	1	1	3	0.81	Repetitive	1.0	1	1010344
0.23380398750300002	1	1	3	0.09	Repetitive	1.0	1	1010345
0.200471401215	1	1	3	0.27	Repetitive	1.0	1	1010346
0.667135953903	1	1	3	0.03	Repetitive	1.0	1	1010347
0.18425655365	1	1	3	0.09	Repetitive	1.0	1	1010348
0.233800888062	1	1	3	0.81	Repetitive	1.0	1	1010349
0.25048494339	1	1	3	0.0	Repetitive	0.0	1	1010350
0.15052318572999998	1	1	3	0.27	Repetitive	1.0	1	1010351
0.167584896088	1	0	3	0.09	Repetitive	0.0	1	1010352
0.23424792289700003	1	1	3	0.03	Repetitive	0.0	1	1010353
0.400916099548	1	1	3	0.09	Repetitive	1.0	1	1010354
0.133790969849	1	1	3	0.09	Repetitive	1.0	1	1010355
0.234278917313	1	1	3	0.27	Repetitive	1.0	1	1010356
0.134530067444	1	0	3	0.27	Repetitive	0.0	1	1010357
0.183841943741	1	0	3	0.81	Repetitive	0.0	1	1010358
0.267611026764	1	0	3	0.03	Repetitive	0.0	1	1010359
0.184256076813	1	0	3	0.03	Repetitive	0.0	1	1010360
0.18422627449	1	0	3	0.0	Repetitive	0.0	1	1010361
0.200484037399	1	0	3	0.03	Repetitive	0.0	1	1010362
0.183799028397	1	0	3	0.27	Repetitive	0.0	1	1010363
0.283847093582	1	1	3	0.0	Repetitive	1.0	1	1010364
0.250463962555	1	1	3	0.27	Repetitive	1.0	1	1010365
0.25048899650600004	1	0	3	0.27	Repetitive	0.0	1	1010366
0.15093255043	1	0	3	0.27	Repetitive	0.0	1	1010367
0.250488758087	1	0	3	0.09	Repetitive	0.0	1	1010368
0.183799982071	1	0	3	0.27	Repetitive	0.0	1	1010369
0.184251070023	1	1	3	0.27	Repetitive	1.0	1	1010370
0.11761260032700001	1	0	3	0.27	Repetitive	0.0	1	1010371
0.333796739578	1	1	3	0.81	Repetitive	1.0	1	1010372
0.150476932526	1	1	3	0.81	Repetitive	1.0	1	1010373
0.317116975784	1	1	3	0.09	Repetitive	1.0	1	1010374
0.250461101532	1	1	3	0.03	Repetitive	1.0	1	1010375
0.08379125595089999	1	1	3	0.81	Repetitive	1.0	1	1010376
0.133822917938	1	1	3	0.09	Repetitive	1.0	1	1010377
0.30046510696400003	1	1	3	0.03	Repetitive	1.0	1	1010378
0.184255123138	1	1	3	0.27	Repetitive	1.0	1	1010379
0.350481033325	1	1	3	0.09	Repetitive	1.0	1	1010380
0.15049290657	1	0	3	0.81	Repetitive	0.0	1	1010381
0.383795499802	1	0	3	0.09	Repetitive	0.0	1	1010382
0.183808326721	1	1	3	0.27	Repetitive	1.0	1	1010383
0.233791589737	1	1	3	0.27	Repetitive	1.0	1	1010384
0.000940799713135	1	1	3	0.27	Repetitive	1.0	1	1010385
0.40048599243199995	1	1	3	0.09	Repetitive	0.0	1	1010386
0.300489187241	1	0	3	0.0	Repetitive	1.0	1	1010387
0.233822107315	1	1	3	0.27	Repetitive	1.0	1	1010388
0.21782207489	1	1	3	0.09	Repetitive	1.0	1	1010389
0.23428463935899999	1	1	3	0.81	Repetitive	1.0	1	1010390
0.150469779968	1	0	3	0.81	Repetitive	0.0	1	1010391
0.46757197380099996	1	0	3	0.03	Repetitive	0.0	1	1010392
0.183818817139	1	0	3	0.81	Repetitive	0.0	1	1010393
0.5009379386899999	1	1	3	0.03	Repetitive	1.0	1	1010394
0.217582941055	1	1	3	0.03	Repetitive	1.0	1	1010395
0.183820009232	1	1	3	0.0	Repetitive	1.0	1	1010396
0.18380689621	1	0	3	0.09	Repetitive	0.0	1	1010397
0.300915956497	1	0	3	0.03	Repetitive	1.0	1	1010398
0.183801174164	1	0	3	0.03	Repetitive	0.0	1	1010399
0.48401594162	1	0	4	0.09	Alternating	0.0	1	1010401
0.20158791542100002	1	1	4	0.0	Alternating	0.0	1	1010402
0.0837988853455	1	0	4	0.81	Alternating	0.0	1	1010403
	1	1	4	0.09	Alternating		1	1010404
	1	0	4	0.03	Alternating		1	1010405
0.283823013306	1	1	4	0.27	Alternating	1.0	1	1010406
0.500459909439	1	0	4	0.09	Alternating	1.0	1	1010407
0.300481796265	1	1	4	0.27	Alternating	1.0	1	1010408
0.33379101753199997	1	0	4	0.09	Alternating	0.0	1	1010409
0.25044798851	1	1	4	0.27	Alternating	1.0	1	1010410
0.217129707336	1	0	4	0.81	Alternating	0.0	1	1010411
0.40044593810999995	1	1	4	0.0	Alternating	1.0	1	1010412
0.400452613831	1	0	4	0.0	Alternating	1.0	1	1010413
0.233798027039	1	1	4	0.81	Alternating	1.0	1	1010414
0.25088214874299997	1	0	4	0.81	Alternating	0.0	1	1010415
0.017158031463600003	1	1	4	0.09	Alternating	1.0	1	1010416
0.217131137848	1	0	4	0.81	Alternating	0.0	1	1010417
	1	1	4	0.09	Alternating		1	1010418
	1	0	4	0.0	Alternating		1	1010419
0.7171678543089999	1	1	4	0.03	Alternating	1.0	1	1010420
0.167109966278	1	0	4	0.03	Alternating	0.0	1	1010421
0.45172095298799997	1	1	4	0.09	Alternating	1.0	1	1010422
0.317108154297	1	0	4	0.81	Alternating	0.0	1	1010423
0.23430800437899998	1	1	4	0.27	Alternating	1.0	1	1010424
0.283796072006	1	0	4	0.09	Alternating	0.0	1	1010425
0.400516033173	1	1	4	0.09	Alternating	1.0	1	1010426
0.300935029984	1	0	4	0.81	Alternating	0.0	1	1010427
0.333810806274	1	1	4	0.03	Alternating	1.0	1	1010428
0.117131948471	1	1	4	0.81	Alternating	1.0	1	1010429
0.283824443817	1	0	4	0.27	Alternating	0.0	1	1010430
0.234219074249	1	1	4	0.81	Alternating	1.0	1	1010431
0.250483989716	1	1	4	0.0	Alternating	1.0	1	1010432
0.18379688262899999	1	1	4	0.27	Alternating	1.0	1	1010433
0.33379483223	1	0	4	0.03	Alternating	1.0	1	1010434
0.267148971558	1	1	4	0.0	Alternating	1.0	1	1010435
0.0837979316711	1	0	4	0.81	Alternating	0.0	1	1010436
0.417144775391	1	1	4	0.81	Alternating	1.0	1	1010437
0.267138957977	1	0	4	0.09	Alternating	0.0	1	1010438
0.317129850388	1	1	4	0.03	Alternating	0.0	1	1010439
0.26713180542	1	0	4	0.03	Alternating	1.0	1	1010440
0.200521707535	1	1	4	0.09	Alternating	1.0	1	1010441
0.483792066574	1	0	4	0.09	Alternating	0.0	1	1010442
0.100924491882	1	0	4	0.03	Alternating	1.0	1	1010443
0.167115926743	1	1	4	0.81	Alternating	1.0	1	1010444
0.533807992935	1	0	4	0.03	Alternating	0.0	1	1010445
0.318274497986	1	1	4	0.03	Alternating	1.0	1	1010446
0.15093159675599999	1	1	4	0.09	Alternating	1.0	1	1010447
0.28425455093400004	1	1	4	0.81	Alternating	1.0	1	1010448
0.233790159225	1	0	4	0.27	Alternating	0.0	1	1010449
0.18385076522799998	1	1	4	0.81	Alternating	1.0	1	1010450
0.350456953049	1	0	4	0.09	Alternating	0.0	1	1010451
0.333783149719	1	1	4	0.03	Alternating	0.0	1	1010452
0.133815050125	1	0	4	0.27	Alternating	0.0	1	1010453
0.200946092606	1	1	4	0.09	Alternating	1.0	1	1010454
0.183790445328	1	0	4	0.03	Alternating	1.0	1	1010455
0.10135698318499999	1	1	4	0.27	Alternating	1.0	1	1010456
0.250478982925	1	0	4	0.03	Alternating	0.0	1	1010457
0.30099773406999997	1	1	4	0.09	Alternating	1.0	1	1010458
0.117120265961	1	0	4	0.27	Alternating	0.0	1	1010459
0.717628955841	1	1	4	0.0	Alternating	1.0	1	1010460
0.134273052216	1	0	4	0.27	Alternating	0.0	1	1010461
0.250482082367	1	0	4	0.81	Alternating	0.0	1	1010462
0.117585897446	1	1	4	0.27	Alternating	1.0	1	1010463
0.36712884903000004	1	1	4	0.03	Alternating	1.0	1	1010464
0.21717810630800002	1	1	4	0.27	Alternating	1.0	1	1010465
0.267127752304	1	0	4	0.09	Alternating	0.0	1	1010466
0.251009941101	1	0	4	0.0	Alternating	0.0	1	1010467
0.250516653061	1	1	4	0.09	Alternating	1.0	1	1010468
0.167136907578	1	0	4	0.27	Alternating	0.0	1	1010469
0.184276103973	1	0	4	0.81	Alternating	0.0	1	1010470
0.267581939697	1	0	4	0.27	Alternating	0.0	1	1010471
0.367177963257	1	0	4	0.09	Alternating	0.0	1	1010472
0.23378896713300001	1	0	4	0.81	Alternating	0.0	1	1010473
0.217153072357	1	1	4	0.27	Alternating	1.0	1	1010474
0.0504648685455	1	1	4	0.27	Alternating	1.0	1	1010475
0.167119026184	1	0	4	0.81	Alternating	0.0	1	1010476
0.200459003448	1	0	4	0.27	Alternating	0.0	1	1010477
0.367156505585	1	0	4	0.03	Alternating	1.0	1	1010478
0.28382396698	1	1	4	0.03	Alternating	1.0	1	1010479
0.40046286582900004	1	0	4	0.03	Alternating	1.0	1	1010480
0.21758198738099999	1	1	4	0.03	Alternating	1.0	1	1010481
0.250468969345	1	0	4	0.09	Alternating	0.0	1	1010482
0.18422389030499997	1	1	4	0.03	Alternating	1.0	1	1010483
0.20046663284299998	1	1	4	0.27	Alternating	1.0	1	1010484
0.10046696662900001	1	0	4	0.81	Alternating	0.0	1	1010485
0.60044503212	1	0	4	0.09	Alternating	1.0	1	1010486
0.334254980087	1	1	4	0.03	Alternating	1.0	1	1010487
0.368453979492	1	0	4	0.0	Alternating	1.0	1	1010488
0.317121982574	1	1	4	0.03	Alternating	1.0	1	1010489
0.117137908936	1	0	4	0.27	Alternating	0.0	1	1010490
0.400460958481	1	1	4	0.03	Alternating	0.0	1	1010491
0.483793497086	1	0	4	0.0	Alternating	1.0	1	1010492
0.11757802963300001	1	0	4	0.81	Alternating	0.0	1	1010493
0.233849048615	1	1	4	0.09	Alternating	0.0	1	1010494
0.0676612854004	1	0	4	0.27	Alternating	0.0	1	1010495
0.250460863113	1	1	4	0.81	Alternating	1.0	1	1010496
0.383816957474	1	0	4	0.0	Alternating	0.0	1	1010497
0.25045466423	1	1	4	0.81	Alternating	1.0	1	1010498
0.184257268906	1	0	4	0.27	Alternating	0.0	1	1010499
0.250705480576	1	1	5	0.27	Alternating	1.0	1	1010501
0.333792924881	1	0	5	0.03	Alternating	0.0	1	1010502
0.333807945251	1	0	5	0.03	Alternating	1.0	1	1010503
0.0842528343201	1	1	5	0.81	Alternating	1.0	1	1010504
0.267128944397	1	1	5	0.27	Alternating	1.0	1	1010505
0.250471830368	1	0	5	0.03	Alternating	0.0	1	1010506
0.250480890274	1	1	5	0.27	Alternating	1.0	1	1010507
0.11767911910999998	1	0	5	0.81	Alternating	0.0	1	1010508
0.18424987792999997	1	1	5	0.81	Alternating	1.0	1	1010509
0.10047006607100001	1	0	5	0.81	Alternating	0.0	1	1010510
0.35045003891000004	1	1	5	0.09	Alternating	1.0	1	1010511
0.233794927597	1	0	5	0.27	Alternating	0.0	1	1010512
0.133802175522	1	1	5	0.27	Alternating	1.0	1	1010513
0.217628955841	1	0	5	0.09	Alternating	0.0	1	1010514
0.35045218467699996	1	1	5	0.09	Alternating	1.0	1	1010515
0.250468969345	1	0	5	0.27	Alternating	0.0	1	1010516
0.134269952774	1	0	5	0.81	Alternating	0.0	1	1010517
0.200464963913	1	1	5	0.09	Alternating	1.0	1	1010518
0.083799123764	1	0	5	0.09	Alternating	0.0	1	1010519
0.167129993439	1	1	5	0.09	Alternating	1.0	1	1010520
0.38377809524499995	1	0	5	0.03	Alternating	0.0	1	1010521
0.183803081512	1	1	5	0.03	Alternating	0.0	1	1010522
0.117585659027	1	0	5	0.27	Alternating	0.0	1	1010523
0.400952577591	1	1	5	0.09	Alternating	1.0	1	1010524
0.21715688705400002	1	0	5	0.81	Alternating	0.0	1	1010525
0.08427190780639998	1	1	5	0.27	Alternating	1.0	1	1010526
0.183784008026	1	0	5	0.0	Alternating	0.0	1	1010527
0.250916957855	1	1	5	0.81	Alternating	1.0	1	1010528
0.20045208930999997	1	0	5	0.09	Alternating	0.0	1	1010529
