RT	subject	target	block	coherence	condition	response	session	idx
0.333772659302	5	1	4	0.27	Alternating	1.0	2	5020477
0.150466918945	5	0	4	0.03	Alternating	0.0	2	5020478
0.283809900284	5	1	4	0.27	Alternating	1.0	2	5020479
0.333787202835	5	1	4	0.27	Alternating	1.0	2	5020480
0.36712646484399997	5	1	4	0.03	Alternating	1.0	2	5020481
0.30047416687	5	0	4	0.81	Alternating	0.0	2	5020482
0.200995922089	5	1	4	0.81	Alternating	1.0	2	5020483
0.567150354385	5	0	4	0.03	Alternating	1.0	2	5020484
0.283808946609	5	1	4	0.0	Alternating	0.0	2	5020485
0.400925159454	5	0	4	0.03	Alternating	0.0	2	5020486
0.334213495255	5	1	4	0.09	Alternating	1.0	2	5020487
0.25047326088000005	5	0	4	0.81	Alternating	0.0	2	5020488
0.300904512405	5	1	4	0.03	Alternating	1.0	2	5020489
0.23379778862	5	0	4	0.09	Alternating	0.0	2	5020490
0.31715416908300004	5	1	4	0.09	Alternating	1.0	2	5020491
0.23425579071	5	0	4	0.81	Alternating	0.0	2	5020492
0.267596006393	5	1	4	0.03	Alternating	1.0	2	5020493
0.217139005661	5	0	4	0.81	Alternating	0.0	2	5020494
0.283799648285	5	0	4	0.09	Alternating	0.0	2	5020495
0.383788108826	5	1	4	0.09	Alternating	1.0	2	5020496
0.350958824158	5	0	4	0.27	Alternating	0.0	2	5020497
0.0838129520416	5	1	4	0.09	Alternating	0.0	2	5020498
0.23384022712699998	5	0	4	0.81	Alternating	0.0	2	5020499
0.750684976578	5	0	5	0.09	Neutral	0.0	2	5020501
0.33425450325	5	1	5	0.81	Neutral	1.0	2	5020502
0.684598922729	5	1	5	0.03	Neutral	0.0	2	5020503
0.6342079639429999	5	1	5	0.03	Neutral	0.0	2	5020504
0.26758289337200003	5	1	5	0.27	Neutral	1.0	2	5020505
0.38381004333499996	5	0	5	0.09	Neutral	0.0	2	5020506
0.300889015198	5	0	5	0.09	Neutral	0.0	2	5020507
0.283803939819	5	0	5	0.27	Neutral	0.0	2	5020508
0.367125988007	5	1	5	0.09	Neutral	0.0	2	5020509
0.300918102264	5	1	5	0.81	Neutral	1.0	2	5020510
0.883776903152	5	1	5	0.09	Neutral	0.0	2	5020511
0.400911808014	5	0	5	0.09	Neutral	0.0	2	5020512
0.300471067429	5	1	5	0.09	Neutral	1.0	2	5020513
0.334240198135	5	0	5	0.27	Neutral	0.0	2	5020514
0.21715617179900001	5	1	5	0.09	Neutral	0.0	2	5020515
0.367125034332	5	0	5	0.81	Neutral	0.0	2	5020516
0.433796882629	5	0	5	0.81	Neutral	0.0	2	5020517
0.23379516601599998	5	0	5	0.81	Neutral	0.0	2	5020518
0.43381500244099996	5	1	5	0.03	Neutral	1.0	2	5020519
0.46713018417400004	5	0	5	0.81	Neutral	0.0	2	5020520
0.250473976135	5	1	5	0.81	Neutral	1.0	2	5020521
0.5004551410679999	5	1	5	0.27	Neutral	1.0	2	5020522
0.38379907608	5	1	5	0.27	Neutral	1.0	2	5020523
0.31713294982900003	5	0	5	0.27	Neutral	0.0	2	5020524
0.23380112648	5	1	5	0.27	Neutral	1.0	2	5020525
0.500445127487	5	0	5	0.0	Neutral	0.0	2	5020526
0.11759710311899998	5	1	5	0.27	Neutral	1.0	2	5020527
0.517116069794	5	1	5	0.0	Neutral	0.0	2	5020528
	5	0	5	0.27	Neutral		2	5020529
0.283789157867	5	1	5	0.81	Neutral	1.0	2	5020530
0.317120075226	5	0	5	0.0	Neutral	0.0	2	5020531
0.6842408180239999	5	1	5	0.03	Neutral	1.0	2	5020532
0.400463104248	5	0	5	0.0	Neutral	0.0	2	5020533
0.250485897064	5	1	5	0.81	Neutral	1.0	2	5020534
0.5509181022640001	5	1	5	0.03	Neutral	1.0	2	5020535
0.0009093284606930001	5	1	5	0.27	Neutral	1.0	2	5020536
0.550454139709	5	0	5	0.03	Neutral	0.0	2	5020537
0.20047521591200002	5	0	5	0.81	Neutral	0.0	2	5020538
0.450475215912	5	0	5	0.09	Neutral	0.0	2	5020539
0.6009092330929999	5	1	5	0.03	Neutral	0.0	2	5020540
0.067587852478	5	1	5	0.81	Neutral	1.0	2	5020541
0.517581224442	5	1	5	0.03	Neutral	0.0	2	5020542
0.284254074097	5	1	5	0.09	Neutral	1.0	2	5020543
0.30091714859	5	0	5	0.27	Neutral	0.0	2	5020544
0.30047202110300003	5	0	5	0.03	Neutral	0.0	2	5020545
0.400916099548	5	1	5	0.0	Neutral	0.0	2	5020546
0.533814907074	5	1	5	0.27	Neutral	0.0	2	5020547
0.200464963913	5	0	5	0.27	Neutral	0.0	2	5020548
0.400459766388	5	0	5	0.09	Neutral	0.0	2	5020549
0.333862066269	5	1	5	0.09	Neutral	0.0	2	5020550
0.30096578598	5	1	5	0.81	Neutral	1.0	2	5020551
0.650869369507	5	1	5	0.09	Neutral	0.0	2	5020552
0.400457382202	5	0	5	0.03	Neutral	0.0	2	5020553
0.300908088684	5	1	5	0.09	Neutral	1.0	2	5020554
0.35047316551200003	5	1	5	0.27	Neutral	1.0	2	5020555
0.167160272598	5	0	5	0.81	Neutral	0.0	2	5020556
0.284273147583	5	0	5	0.27	Neutral	0.0	2	5020557
0.35091495513899995	5	1	5	0.81	Neutral	1.0	2	5020558
0.200485229492	5	1	5	0.27	Neutral	1.0	2	5020559
0.43421816825900006	5	1	5	0.0	Neutral	1.0	2	5020560
	5	0	5	0.09	Neutral		2	5020561
0.384253978729	5	0	5	0.03	Neutral	0.0	2	5020562
0.834212303162	5	0	5	0.81	Neutral	0.0	2	5020563
0.600463151932	5	1	5	0.0	Neutral	0.0	2	5020564
0.350466966629	5	0	5	0.27	Neutral	0.0	2	5020565
0.283825159073	5	0	5	0.0	Neutral	0.0	2	5020566
0.31759524345400003	5	1	5	0.27	Neutral	1.0	2	5020567
0.250919818878	5	0	5	0.27	Neutral	1.0	2	5020568
0.23379516601599998	5	0	5	0.03	Neutral	1.0	2	5020569
0.600905179977	5	1	5	0.09	Neutral	1.0	2	5020570
0.56755399704	5	0	5	0.0	Neutral	0.0	2	5020571
0.350897073746	5	0	5	0.27	Neutral	0.0	2	5020572
0.11720108985899999	5	0	5	0.03	Neutral	0.0	2	5020573
0.217137098312	5	1	5	0.09	Neutral	1.0	2	5020574
0.450883150101	5	1	5	0.03	Neutral	0.0	2	5020575
0.63378238678	5	0	5	0.0	Neutral	0.0	2	5020576
0.08380103111269999	5	0	5	0.03	Neutral	1.0	2	5020577
0.23385930061299998	5	1	5	0.03	Neutral	1.0	2	5020578
0.83422088623	5	1	5	0.03	Neutral	0.0	2	5020579
0.200473070145	5	0	5	0.03	Neutral	1.0	2	5020580
0.0009398460388180001	5	0	5	0.0	Neutral	0.0	2	5020581
0.300893068314	5	0	5	0.81	Neutral	0.0	2	5020582
0.33425617218000003	5	1	5	0.09	Neutral	0.0	2	5020583
0.250480175018	5	1	5	0.81	Neutral	1.0	2	5020584
0.384253978729	5	0	5	0.09	Neutral	0.0	2	5020585
0.500487089157	5	1	5	0.03	Neutral	0.0	2	5020586
0.317587852478	5	0	5	0.03	Neutral	0.0	2	5020587
0.81710600853	5	0	5	0.81	Neutral	0.0	2	5020588
0.4509100914	5	0	5	0.27	Neutral	0.0	2	5020589
0.283879995346	5	0	5	0.81	Neutral	0.0	2	5020590
0.350444078445	5	0	5	0.09	Neutral	1.0	2	5020591
0.5511860847469999	5	1	5	0.03	Neutral	0.0	2	5020592
0.6004641056059999	5	1	5	0.09	Neutral	1.0	2	5020593
0.38380002975500005	5	1	5	0.27	Neutral	1.0	2	5020594
0.500445127487	5	1	5	0.09	Neutral	0.0	2	5020595
0.367114782333	5	0	5	0.81	Neutral	0.0	2	5020596
0.233839273453	5	0	5	0.03	Neutral	1.0	2	5020597
0.0671429634094	5	1	5	0.81	Neutral	1.0	2	5020598
	5	1	5	0.81	Neutral		2	5020599
0.41780400276199997	5	0	6	0.81	Neutral	0.0	2	5020601
0.11755275726299999	5	1	6	0.81	Neutral	1.0	2	5020602
0.0671420097351	5	1	6	0.81	Neutral	1.0	2	5020603
0.300924062729	5	1	6	0.27	Neutral	1.0	2	5020604
0.05089497566219999	5	1	6	0.09	Neutral	0.0	2	5020605
0.184225082397	5	1	6	0.27	Neutral	1.0	2	5020606
0.30048727989199997	5	0	6	0.27	Neutral	0.0	2	5020607
0.200475692749	5	0	6	0.09	Neutral	0.0	2	5020608
0.36760592460600006	5	0	6	0.03	Neutral	0.0	2	5020609
0.151332855225	5	1	6	0.27	Neutral	1.0	2	5020610
0.13378930091900001	5	1	6	0.81	Neutral	1.0	2	5020611
0.083832025528	5	0	6	0.03	Neutral	0.0	2	5020612
0.267115116119	5	1	6	0.0	Neutral	0.0	2	5020613
0.184258460999	5	0	6	0.09	Neutral	0.0	2	5020614
	5	0	6	0.81	Neutral		2	5020615
0.6337788105009999	5	0	6	0.0	Neutral	0.0	2	5020616
0.567117452621	5	0	6	0.03	Neutral	0.0	2	5020617
0.333818912506	5	0	6	0.81	Neutral	0.0	2	5020618
0.317147016525	5	1	6	0.81	Neutral	1.0	2	5020619
0.483790636063	5	1	6	0.09	Neutral	1.0	2	5020620
0.23379516601599998	5	0	6	0.09	Neutral	0.0	2	5020621
0.16759514808700002	5	0	6	0.03	Neutral	0.0	2	5020622
0.167136907578	5	1	6	0.03	Neutral	0.0	2	5020623
0.317135095596	5	1	6	0.03	Neutral	0.0	2	5020624
0.500912904739	5	0	6	0.09	Neutral	0.0	2	5020625
0.300507068634	5	1	6	0.27	Neutral	1.0	2	5020626
0.600451946259	5	0	6	0.0	Neutral	1.0	2	5020627
0.050482749939	5	1	6	0.03	Neutral	0.0	2	5020628
0.267564058304	5	1	6	0.09	Neutral	1.0	2	5020629
0.18428444862399998	5	0	6	0.03	Neutral	0.0	2	5020630
	5	1	6	0.09	Neutral		2	5020631
	5	1	6	0.09	Neutral		2	5020632
0.300939083099	5	1	6	0.27	Neutral	1.0	2	5020633
0.16759300231899998	5	0	6	0.03	Neutral	0.0	2	5020634
0.050482988357499994	5	1	6	0.09	Neutral	1.0	2	5020635
0.267603158951	5	0	6	0.03	Neutral	1.0	2	5020636
0.2342441082	5	0	6	0.03	Neutral	1.0	2	5020637
0.300469636917	5	0	6	0.09	Neutral	0.0	2	5020638
0.100586175919	5	0	6	0.09	Neutral	1.0	2	5020639
0.300921201706	5	1	6	0.81	Neutral	1.0	2	5020640
0.36712312698399996	5	1	6	0.0	Neutral	0.0	2	5020641
0.334350824356	5	0	6	0.03	Neutral	0.0	2	5020642
0.333821058273	5	0	6	0.27	Neutral	0.0	2	5020643
0.250915527344	5	0	6	0.81	Neutral	0.0	2	5020644
0.300469398499	5	0	6	0.09	Neutral	0.0	2	5020645
0.0176010131836	5	0	6	0.09	Neutral	0.0	2	5020646
0.267131567001	5	1	6	0.0	Neutral	0.0	2	5020647
0.05092382431030001	5	0	6	0.09	Neutral	0.0	2	5020648
0.21758127212499997	5	1	6	0.81	Neutral	1.0	2	5020649
0.23379993438700003	5	0	6	0.0	Neutral	0.0	2	5020650
0.250488042831	5	0	6	0.27	Neutral	0.0	2	5020651
0.267133951187	5	0	6	0.27	Neutral	0.0	2	5020652
0.0338091850281	5	1	6	0.27	Neutral	1.0	2	5020653
0.65048623085	5	0	6	0.03	Neutral	1.0	2	5020654
0.317116498947	5	0	6	0.81	Neutral	0.0	2	5020655
0.433781147003	5	1	6	0.03	Neutral	0.0	2	5020656
0.284248828888	5	0	6	0.09	Neutral	0.0	2	5020657
0.234228849411	5	0	6	0.81	Neutral	0.0	2	5020658
0.0671429634094	5	1	6	0.27	Neutral	1.0	2	5020659
0.48378634452799996	5	0	6	0.09	Neutral	0.0	2	5020660
0.284247159958	5	1	6	0.03	Neutral	0.0	2	5020661
0.20090317726100002	5	0	6	0.81	Neutral	0.0	2	5020662
0.334247112274	5	1	6	0.0	Neutral	1.0	2	5020663
0.08426809310910001	5	0	6	0.09	Neutral	0.0	2	5020664
0.0176167488098	5	1	6	0.81	Neutral	1.0	2	5020665
	5	1	6	0.81	Neutral		2	5020666
1.20043563843	5	1	6	0.0	Neutral	1.0	2	5020667
0.25045132637	5	1	6	0.81	Neutral	1.0	2	5020668
0.5837950706480001	5	1	6	0.03	Neutral	0.0	2	5020669
0.26759147644000003	5	1	6	0.81	Neutral	1.0	2	5020670
0.300937891006	5	1	6	0.81	Neutral	1.0	2	5020671
0.533763647079	5	0	6	0.27	Neutral	0.0	2	5020672
0.301453113556	5	0	6	0.27	Neutral	0.0	2	5020673
0.984213590622	5	1	6	0.27	Neutral	1.0	2	5020674
0.250462532043	5	0	6	0.27	Neutral	0.0	2	5020675
0.133801937103	5	1	6	0.81	Neutral	1.0	2	5020676
0.150499105453	5	0	6	0.27	Neutral	0.0	2	5020677
0.400466918945	5	0	6	0.27	Neutral	0.0	2	5020678
0.5175831317899999	5	1	6	0.03	Neutral	1.0	2	5020679
0.283823728561	5	0	6	0.09	Neutral	0.0	2	5020680
0.417142152786	5	1	6	0.0	Neutral	0.0	2	5020681
0.267121315002	5	0	6	0.81	Neutral	0.0	2	5020682
	5	1	6	0.27	Neutral		2	5020683
0.7678120136259999	5	0	6	0.03	Neutral	1.0	2	5020684
0.250469207764	5	1	6	0.09	Neutral	0.0	2	5020685
0.41759085655199996	5	0	6	0.03	Neutral	1.0	2	5020686
0.317646980286	5	0	6	0.0	Neutral	0.0	2	5020687
0.351400136948	5	1	6	0.81	Neutral	1.0	2	5020688
0.734219312668	5	0	6	0.09	Neutral	0.0	2	5020689
0.10046029090900001	5	1	6	0.03	Neutral	0.0	2	5020690
0.28426003456099996	5	1	6	0.81	Neutral	1.0	2	5020691
0.350474119186	5	1	6	0.27	Neutral	1.0	2	5020692
0.100897073746	5	0	6	0.03	Neutral	1.0	2	5020693
0.717107534409	5	0	6	0.27	Neutral	0.0	2	5020694
0.5514366626739999	5	1	6	0.27	Neutral	1.0	2	5020695
0.617130994797	5	1	6	0.03	Neutral	0.0	2	5020696
0.383792161942	5	0	6	0.09	Neutral	0.0	2	5020697
0.267594099045	5	0	6	0.27	Neutral	0.0	2	5020698
0.267592191696	5	1	6	0.0	Neutral	0.0	2	5020699
0.45113825798	5	1	1	0.0	Repetitive	1.0	3	5030101
0.283788204193	5	1	1	0.81	Repetitive	1.0	3	5030102
0.567126989365	5	1	1	0.27	Repetitive	1.0	3	5030103
0.267584085464	5	1	1	0.27	Repetitive	1.0	3	5030104
0.25045800209	5	1	1	0.81	Repetitive	1.0	3	5030105
0.40094232559199994	5	1	1	0.0	Repetitive	1.0	3	5030106
0.45048141479500003	5	1	1	0.03	Repetitive	0.0	3	5030107
0.334248065948	5	1	1	0.81	Repetitive	1.0	3	5030108
0.667127847672	5	1	1	0.09	Repetitive	1.0	3	5030109
0.250926017761	5	1	1	0.81	Repetitive	1.0	3	5030110
0.333798885345	5	0	1	0.81	Repetitive	0.0	3	5030111
0.41713929176299996	5	0	1	0.27	Repetitive	0.0	3	5030112
0.284238815308	5	0	1	0.27	Repetitive	0.0	3	5030113
0.151319980621	5	0	1	0.81	Repetitive	0.0	3	5030114
0.417153120041	5	0	1	0.0	Repetitive	0.0	3	5030115
0.5004832744600001	5	0	1	0.03	Repetitive	0.0	3	5030116
0.28382682800299996	5	0	1	0.03	Repetitive	0.0	3	5030117
0.250492811203	5	1	1	0.09	Repetitive	0.0	3	5030118
0.284254074097	5	1	1	0.27	Repetitive	1.0	3	5030119
0.300940036774	5	1	1	0.0	Repetitive	0.0	3	5030120
0.28379201889	5	1	1	0.81	Repetitive	1.0	3	5030121
0.250465869904	5	0	1	0.27	Repetitive	0.0	3	5030122
0.23380994796799998	5	0	1	0.81	Repetitive	0.0	3	5030123
0.283793926239	5	0	1	0.03	Repetitive	0.0	3	5030124
0.150942087173	5	0	1	0.09	Repetitive	0.0	3	5030125
0.23380613327	5	0	1	0.81	Repetitive	0.0	3	5030126
0.43424534797700004	5	1	1	0.09	Repetitive	0.0	3	5030127
0.784210205078	5	1	1	0.03	Repetitive	1.0	3	5030128
0.31757688522300004	5	1	1	0.09	Repetitive	1.0	3	5030129
0.217567920685	5	1	1	0.03	Repetitive	0.0	3	5030130
0.30092000961300003	5	1	1	0.81	Repetitive	1.0	3	5030131
0.0838148593903	5	1	1	0.81	Repetitive	1.0	3	5030132
0.250914335251	5	1	1	0.09	Repetitive	0.0	3	5030133
0.333858966827	5	1	1	0.03	Repetitive	1.0	3	5030134
0.23425698280299997	5	1	1	0.27	Repetitive	1.0	3	5030135
0.283793926239	5	0	1	0.27	Repetitive	0.0	3	5030136
0.284245014191	5	0	1	0.81	Repetitive	0.0	3	5030137
0.550442934036	5	0	1	0.03	Repetitive	0.0	3	5030138
0.23425912857099998	5	0	1	0.27	Repetitive	0.0	3	5030139
0.267142295837	5	0	1	0.0	Repetitive	0.0	3	5030140
0.10093593597400001	5	0	1	0.27	Repetitive	0.0	3	5030141
0.267598152161	5	1	1	0.27	Repetitive	1.0	3	5030142
0.183798074722	5	1	1	0.0	Repetitive	0.0	3	5030143
0.017590045929	5	1	1	0.27	Repetitive	1.0	3	5030144
0.0509390830994	5	1	1	0.81	Repetitive	1.0	3	5030145
0.150923013687	5	1	1	0.03	Repetitive	0.0	3	5030146
0.234260082245	5	1	1	0.27	Repetitive	1.0	3	5030147
1.18434119225	5	0	1	0.03	Repetitive	1.0	3	5030148
0.283804893494	5	0	1	0.03	Repetitive	0.0	3	5030149
0.284734964371	5	0	1	0.03	Repetitive	0.0	3	5030150
0.100489139557	5	0	1	0.0	Repetitive	1.0	3	5030151
0.134366035461	5	0	1	0.0	Repetitive	0.0	3	5030152
0.300937175751	5	0	1	0.0	Repetitive	1.0	3	5030153
0.23379516601599998	5	0	1	0.03	Repetitive	0.0	3	5030154
0.0009398460388180001	5	1	1	0.81	Repetitive	1.0	3	5030155
0.300468921661	5	0	1	0.27	Repetitive	0.0	3	5030156
0.284273862839	5	0	1	0.09	Repetitive	0.0	3	5030157
0.800911188126	5	0	1	0.03	Repetitive	0.0	3	5030158
0.15046954155	5	0	1	0.81	Repetitive	0.0	3	5030159
0.0838000774384	5	0	1	0.03	Repetitive	0.0	3	5030160
0.28424477577199997	5	0	1	0.09	Repetitive	0.0	3	5030161
0.233880996704	5	0	1	0.27	Repetitive	0.0	3	5030162
0.200472831726	5	1	1	0.27	Repetitive	1.0	3	5030163
0.250473737717	5	1	1	0.09	Repetitive	0.0	3	5030164
0.18425321579	5	1	1	0.03	Repetitive	0.0	3	5030165
0.250894069672	5	0	1	0.09	Repetitive	0.0	3	5030166
0.167598009109	5	0	1	0.27	Repetitive	0.0	3	5030167
0.267141103745	5	0	1	0.81	Repetitive	0.0	3	5030168
0.400897264481	5	1	1	0.09	Repetitive	1.0	3	5030169
0.217202663422	5	1	1	0.03	Repetitive	0.0	3	5030170
0.250991106033	5	1	1	0.09	Repetitive	1.0	3	5030171
0.25049328804000004	5	1	1	0.81	Repetitive	1.0	3	5030172
0.433783054352	5	1	1	0.03	Repetitive	0.0	3	5030173
0.433798789978	5	0	1	0.09	Repetitive	1.0	3	5030174
0.40046024322499996	5	0	1	0.81	Repetitive	0.0	3	5030175
0.0171501636505	5	0	1	0.81	Repetitive	0.0	3	5030176
0.35045480728100004	5	0	1	0.09	Repetitive	0.0	3	5030177
0.300463914871	5	1	1	0.03	Repetitive	0.0	3	5030178
0.35111117363000005	5	1	1	0.09	Repetitive	1.0	3	5030179
0.0843560695648	5	1	1	0.27	Repetitive	1.0	3	5030180
0.250474214554	5	1	1	0.09	Repetitive	0.0	3	5030181
0.317129135132	5	1	1	0.09	Repetitive	1.0	3	5030182
0.267566204071	5	1	1	0.03	Repetitive	0.0	3	5030183
0.250472068787	5	1	1	0.27	Repetitive	1.0	3	5030184
0.233792066574	5	1	1	0.27	Repetitive	1.0	3	5030185
0.283823013306	5	1	1	0.09	Repetitive	1.0	3	5030186
0.18428897857700002	5	1	1	0.09	Repetitive	0.0	3	5030187
0.334258079529	5	1	1	0.0	Repetitive	1.0	3	5030188
0.250921010971	5	1	1	0.81	Repetitive	1.0	3	5030189
0.783763647079	5	1	1	0.0	Repetitive	0.0	3	5030190
0.30046582222	5	0	1	0.09	Repetitive	0.0	3	5030191
0.217593193054	5	0	1	0.81	Repetitive	0.0	3	5030192
0.0671584606171	5	0	1	0.81	Repetitive	0.0	3	5030193
0.217688083649	5	0	1	0.27	Repetitive	0.0	3	5030194
0.367599248886	5	1	1	0.09	Repetitive	1.0	3	5030195
0.250482320786	5	0	1	0.03	Repetitive	0.0	3	5030196
0.267132282257	5	0	1	0.27	Repetitive	0.0	3	5030197
0.234341144562	5	0	1	0.09	Repetitive	0.0	3	5030198
0.300909519196	5	0	1	0.03	Repetitive	0.0	3	5030199
0.5006828308110001	5	0	2	0.03	Neutral	1.0	3	5030201
0.317141056061	5	1	2	0.03	Neutral	1.0	3	5030202
0.11713814735400001	5	1	2	0.81	Neutral	1.0	3	5030203
0.40044379234300004	5	0	2	0.03	Neutral	0.0	3	5030204
0.233806848526	5	1	2	0.03	Neutral	1.0	3	5030205
0.06714105606080001	5	1	2	0.81	Neutral	1.0	3	5030206
	5	0	2	0.03	Neutral		3	5030207
	5	0	2	0.27	Neutral		3	5030208
	5	0	2	0.27	Neutral		3	5030209
1.20089101791	5	0	2	0.09	Neutral	0.0	3	5030210
0.267577886581	5	1	2	0.27	Neutral	1.0	3	5030211
0.200461149216	5	1	2	0.27	Neutral	1.0	3	5030212
0.20051789283799998	5	1	2	0.09	Neutral	1.0	3	5030213
0.400485038757	5	1	2	0.27	Neutral	1.0	3	5030214
0.167597055435	5	1	2	0.0	Neutral	0.0	3	5030215
0.217139959335	5	0	2	0.27	Neutral	0.0	3	5030216
0.317579030991	5	1	2	0.03	Neutral	0.0	3	5030217
0.0671279430389	5	1	2	0.81	Neutral	1.0	3	5030218
0.383823871613	5	0	2	0.09	Neutral	0.0	3	5030219
0.217590332031	5	0	2	0.81	Neutral	0.0	3	5030220
0.267161130905	5	0	2	0.09	Neutral	0.0	3	5030221
0.250458955765	5	0	2	0.81	Neutral	0.0	3	5030222
0.233829021454	5	0	2	0.27	Neutral	0.0	3	5030223
0.250472545624	5	0	2	0.81	Neutral	0.0	3	5030224
0.317589998245	5	0	2	0.0	Neutral	0.0	3	5030225
0.43423080444300005	5	1	2	0.27	Neutral	1.0	3	5030226
0.150465250015	5	0	2	0.27	Neutral	0.0	3	5030227
0.0675961971283	5	1	2	0.81	Neutral	1.0	3	5030228
0.417583942413	5	0	2	0.03	Neutral	1.0	3	5030229
0.017163991928100003	5	0	2	0.03	Neutral	0.0	3	5030230
	5	0	2	0.0	Neutral		3	5030231
0.100924968719	5	1	2	0.81	Neutral	1.0	3	5030232
0.9009411334990001	5	0	2	0.09	Neutral	0.0	3	5030233
0.383796215057	5	0	2	0.09	Neutral	1.0	3	5030234
0.33425116539	5	0	2	0.09	Neutral	0.0	3	5030235
0.5504591464999999	5	1	2	0.03	Neutral	1.0	3	5030236
0.16715025901799999	5	0	2	0.81	Neutral	0.0	3	5030237
0.484251022339	5	1	2	0.81	Neutral	1.0	3	5030238
0.217156648636	5	0	2	0.0	Neutral	0.0	3	5030239
0.267163991928	5	1	2	0.27	Neutral	1.0	3	5030240
0.317137002945	5	0	2	0.81	Neutral	0.0	3	5030241
0.100475072861	5	0	2	0.81	Neutral	0.0	3	5030242
0.25127506256099996	5	0	2	0.27	Neutral	0.0	3	5030243
0.10048818588300001	5	1	2	0.27	Neutral	1.0	3	5030244
0.23380279540999999	5	1	2	0.81	Neutral	1.0	3	5030245
0.134226083755	5	1	2	0.27	Neutral	1.0	3	5030246
0.11756944656400001	5	0	2	0.0	Neutral	0.0	3	5030247
0.0842649936676	5	0	2	0.03	Neutral	0.0	3	5030248
0.550448894501	5	1	2	0.27	Neutral	1.0	3	5030249
0.5842428207399999	5	0	2	0.03	Neutral	0.0	3	5030250
0.200927257538	5	0	2	0.09	Neutral	0.0	3	5030251
0.217582941055	5	0	2	0.81	Neutral	0.0	3	5030252
0.300483942032	5	0	2	0.27	Neutral	0.0	3	5030253
	5	1	2	0.81	Neutral		3	5030254
0.6671001911159999	5	0	2	0.03	Neutral	0.0	3	5030255
0.301254987717	5	0	2	0.09	Neutral	0.0	3	5030256
0.21712803840599998	5	1	2	0.27	Neutral	1.0	3	5030257
0.0337989330292	5	1	2	0.0	Neutral	0.0	3	5030258
0.550448894501	5	1	2	0.09	Neutral	1.0	3	5030259
0.317560195923	5	0	2	0.09	Neutral	0.0	3	5030260
0.4675822258	5	0	2	0.0	Neutral	0.0	3	5030261
0.300478935242	5	1	2	0.81	Neutral	1.0	3	5030262
0.250964164734	5	1	2	0.03	Neutral	0.0	3	5030263
0.383817195892	5	1	2	0.03	Neutral	0.0	3	5030264
0.25046014785799997	5	1	2	0.0	Neutral	0.0	3	5030265
0.267198085785	5	1	2	0.0	Neutral	1.0	3	5030266
0.0504808425903	5	0	2	0.81	Neutral	0.0	3	5030267
0.350914001465	5	0	2	0.09	Neutral	0.0	3	5030268
0.150944948196	5	0	2	0.81	Neutral	0.0	3	5030269
0.58377790451	5	0	2	0.09	Neutral	0.0	3	5030270
0.050484895706199996	5	1	2	0.81	Neutral	1.0	3	5030271
0.267134189606	5	1	2	0.0	Neutral	0.0	3	5030272
0.05047082901	5	1	2	0.81	Neutral	1.0	3	5030273
0.167588949203	5	0	2	0.27	Neutral	0.0	3	5030274
0.317586183548	5	1	2	0.09	Neutral	0.0	3	5030275
0.333822965622	5	1	2	0.09	Neutral	1.0	3	5030276
0.0842611789703	5	0	2	0.81	Neutral	0.0	3	5030277
0.167599916458	5	0	2	0.09	Neutral	0.0	3	5030278
0.284225225449	5	1	2	0.09	Neutral	0.0	3	5030279
0.183798074722	5	0	2	0.03	Neutral	0.0	3	5030280
0.250957965851	5	0	2	0.09	Neutral	0.0	3	5030281
0.0838251113892	5	1	2	0.03	Neutral	0.0	3	5030282
0.200480937958	5	0	2	0.03	Neutral	0.0	3	5030283
0.200465202332	5	1	2	0.03	Neutral	1.0	3	5030284
	5	0	2	0.09	Neutral		3	5030285
0.167580127716	5	0	2	0.81	Neutral	0.0	3	5030286
0.28383398056	5	1	2	0.0	Neutral	0.0	3	5030287
0.250472068787	5	1	2	0.09	Neutral	1.0	3	5030288
0.0671751499176	5	0	2	0.27	Neutral	0.0	3	5030289
0.067182302475	5	1	2	0.03	Neutral	1.0	3	5030290
0.13379931449899998	5	1	2	0.09	Neutral	0.0	3	5030291
0.450926065445	5	0	2	0.27	Neutral	0.0	3	5030292
0.267131090164	5	1	2	0.27	Neutral	1.0	3	5030293
0.36719012260399997	5	0	2	0.03	Neutral	0.0	3	5030294
0.200473070145	5	0	2	0.27	Neutral	0.0	3	5030295
0.18425917625399998	5	1	2	0.27	Neutral	1.0	3	5030296
0.0338082313538	5	1	2	0.03	Neutral	0.0	3	5030297
0.267161130905	5	0	2	0.03	Neutral	0.0	3	5030298
0.767685890198	5	0	2	0.09	Neutral	0.0	3	5030299
0.301107168198	5	0	3	0.81	Neutral	0.0	3	5030301
0.284595012665	5	1	3	0.0	Neutral	0.0	3	5030302
	5	1	3	0.81	Neutral		3	5030303
0.250929117203	5	1	3	0.81	Neutral	1.0	3	5030304
0.5342869758609999	5	1	3	0.09	Neutral	1.0	3	5030305
0.250463008881	5	1	3	0.03	Neutral	1.0	3	5030306
0.0009119510650630002	5	1	3	0.03	Neutral	0.0	3	5030307
0.150460958481	5	0	3	0.27	Neutral	0.0	3	5030308
0.284805774689	5	1	3	0.0	Neutral	1.0	3	5030309
0.150479793549	5	1	3	0.27	Neutral	1.0	3	5030310
	5	1	3	0.27	Neutral		3	5030311
	5	1	3	0.81	Neutral		3	5030312
